_id,jobUrl,isFullRemote,isPartner,companyId,longitude,latitude,cityCategory,stateCategory,tier,logoImg,activeFrom,expiresOn,companyWebsiteLink,candidateContactWay,redirectJobUrl,company,address,actualCity,postalCode,companyType,companySize,hasVisaSponsorship,language,perkKeys/0,perkKeys/1,perkKeys/2,offerStockOrBonus,name,jobType,expLevel,annualSalaryFrom,annualSalaryTo,techCategory,technologies/0,technologies/1,technologies/2,technologies/3,technologies/4,filterTags/0,filterTags/1,filterTags/2,filterTags/3,filterTags/4,filterTags/5,filterTags/6,filterTags/7,filterTags/8,perkKeys/3,perkKeys/4,perkKeys/5,perkKeys/6,technologies/5,technologies/6,technologies/7,disableMethodology,technologies/8,technologies/9,technologies/10,technologies/11,technologies/12,technologies/13,technologies/14,technologies/15,technologies/16,technologies/17,technologies/18,technologies/19,technologies/20,technologies/21,technologies/22,technologies/23,technologies/24,technologies/25,technologies/26,technologies/27,filterTags/9,filterTags/10,filterTags/11,filterTags/12,filterTags/13,filterTags/14,filterTags/15,filterTags/16,filterTags/17,filterTags/18,filterTags/19,filterTags/20,filterTags/21,filterTags/22,filterTags/23,filterTags/24,filterTags/25,filterTags/26,filterTags/27,perkKeys/7,perkKeys/8,perkKeys/9,perkKeys/10,perkKeys/11,perkKeys/12,filterTags/28,filterTags/29,filterTags/30,filterTags/31,filterTags/32,filterTags/33,filterTags/34,perkKeys/13,perkKeys/14,perkKeys/15,perkKeys/16,perkKeys/17,perkKeys/18,perkKeys/19,perkKeys/20,perkKeys/21,perkKeys/22,perkKeys/23,companyPageUrl,cpc,isPaused,technologies/28,technologies/29,technologies/30,technologies/31,technologies/32,technologies/33,technologies/34,technologies/35,technologies/36,technologies/37,filterTags/35,filterTags/36,filterTags/37,technologies/38,technologies/39,technologies/40,technologies/41,filterTags/38,filterTags/39,filterTags/40,filterTags/41
62454d23653261babad65607,Foursquare--Senior-Software-Engineer---DevOps,false,,624543b75c8eb9c1d2a16e4e,-73.9918122,40.7420624,New-York-City,New-York,,foursquare-logo.jpg,2023-07-19T14:39:53.722+02:00,,,CompanyWebsite,https://boards.greenhouse.io/foursquare26/jobs/3499068,Foursquare,"50 West 23rd Street, 8th Fl. ",New York,10010,Product,200-500,No,English,remotefull,teamevents,careerpath,false, Senior Software Engineer - DevOps,Full-Time,Senior,140000,170000,DevOps,AWS,Azure,Backend,Cloud,Docker,AWS,Azure,Backend,Cloud,Docker,GCP,Helm,IAM,Kubernetes,,,,,GCP,Helm,IAM,true,Kubernetes,Marketing,Terraform,,,,,,,,,,,,,,,,,,Marketing,Terraform,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62454e35653261babad656a7,Foursquare-Senior-Software-Engineer---Places-API,false,,624543b75c8eb9c1d2a16e4e,-73.9918122,40.7420624,New-York-City,New-York,,foursquare-logo.jpg,2023-07-19T14:39:53.348+02:00,,,CompanyWebsite,https://boards.greenhouse.io/foursquare26/jobs/3269377,Foursquare,"50 West 23rd Street, 8th Fl. ",New York,10010,Product,200-500,No,English,remotefull,teamevents,careerpath,false,Senior Software Engineer - Places API,Full-Time,Senior,150000,170000,Mobile,API,Cloud,Java,Kafka,Machine Learning,API,Cloud,Java,Machine Learning,Marketing,Maven,Mobile,REST,React,,,,,Marketing,Maven,Mobile,true,REST,React,Scala,Spark,Web,,,,,,,,,,,,,,,,Scala,Spark,Web,Kafka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61fcea96b96d0000166da554,Flyhomescom-Senior-Product-Manager-Client-Experiences,false,,61a9344a3bf68c00168ab807,-122.33945205,47.60600925,Seattle,Washington,,flyhomescom-logo.jpg,2023-07-19T14:39:52.565+02:00,,,Email,,Flyhomes.com,"1201 Western Ave, #100",Seattle,98101,Startup,500-1k,Yes,English,,,,true,"Senior Product Manager, Client Experiences",Full-Time,Senior,140000,160000,Business,Marketing,Product Manager,,,,C,Marketing,Product Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61fcea8eb96d0000166da54c,Flyhomescom-Senior-Back-End-Engineer,false,,61a9344a3bf68c00168ab807,-122.33945205,47.60600925,Seattle,Washington,,flyhomescom-logo.jpg,2023-07-19T14:39:52.282+02:00,,,Email,,Flyhomes.com,"1201 Western Ave, #100",Seattle,98101,Startup,500-1k,Yes,English,,,,true,Senior Back End Engineer,Full-Time,Senior,150000,170000,Python,API,Architect,Cloud,Flask,Python,API,Architect,Cloud,Flask,Python,Rails,Ruby,microservices,AWS,,,,,Rails,Ruby,microservices,,AWS,,,,,,,,,,,,,,,,,,,,Backend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61fcea86b96d0000166da547,Flyhomescom-Senior-Product-Designer-Mobile,false,,61a9344a3bf68c00168ab807,-122.33945205,47.60600925,Seattle,Washington,,flyhomescom-logo.jpg,2023-07-19T14:39:51.090+02:00,,,Email,,Flyhomes.com,"1201 Western Ave, #100",Seattle,98101,Startup,500-1k,Yes,English,,,,true,"Senior Product Designer, Mobile",Full-Time,Senior,110000,130000,UI-UX-Designer,Mobile,Web,GUI Programming,,,C,Mobile,Web,GUI Programming,UX UI Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184df2537698300164a96a8,CrateBind-Senior-Ruby-on-Rails-Developer,false,,6184529251e54c00165849b9,-96.8053839,32.8634171,Dallas,Texas,,cratebind-logo.jpg,2023-07-19T14:39:50.599+02:00,,,Email,,CrateBind,6125 Luther Lane #435 ,Dallas,75225,Services,<50,No,English,retreat,conferences,remotefull,false,Senior Ruby on Rails Developer,Full-Time,Senior,110000,135000,Ruby,Rails,Ruby,React,,,CSS,HTTP,JavaScript,REST,RSpec,Rails,Ruby,SQL,Unix,privatehealth,standingdesk,teamevents,maternity,,,,,,,,,,,,,,,,,,,,,,,,,Web,React,,,,,,,,,,,,,,,,,,intteam,individualbudget,extraretirement,coworkshops,coffee,weeksvacation4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61fe906895ccb300167fcd99,Conservice-Product-Development--Software-Test-Engineer-II,false,,61a958f61a37280016e80718,-111.821332,41.7215978,Logan,Utah,,conservice-logo.jpg,2023-07-19T14:39:48.239+02:00,,,CompanyWebsite,https://www.applicantpro.com/openings/conservice/jobs/2214387-430422,Conservice,760 Gateway Dr,RiverHeights,84321,Services,1k-5k,No,English,wweek40,match401k,remotefull,false,Product Development – Software Test Engineer II,Full-Time,Senior,65000,95000,dotNET,API,C,C#,Cloud,CSS,API,C,C#,Cloud,CSS,Cucumber,DevOps,GitLab,JavaScript,maternity,privatehealth,,,Cucumber,DevOps,GitLab,,JavaScript,Jenkins,JMeter,PostgreSQL,React,SQL,Selenium,SVN,microservices,ASP.NET,,,,,,,,,,,Jenkins,JMeter,PostgreSQL,React,SQL,Selenium,SVN,microservices,ASP.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285037cc15ed9171cb7fb79,Copper-River-Shared-Services-IT-Support-Specialist,false,,6284fbdd9a0258db27a2ee3b,-77.45663389,38.8900526,Richmond,Virginia,,copper-river-shared-services-logo.jpg,2023-07-19T14:39:47.363+02:00,,,Email,,Copper River Shared Services,4501 Singer Court,Chantilly,20151,Services,200-500,No,English,unlimitedpto,lifeunsurance,maternity,false,IT Support Specialist,Full-Time,Junior,55000,70000,Support,Azure,Zendesk,Windows,,,Active Directory,Azure,Cloud,IT Support,Mobile,Network,SharePoint,VPN,Windows,hybridwork,dentalinsurance,match401k,,,,,,,,,,,,,,,,,,,,,,,,,,Zendesk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620adc4975ff4ca633249910,Conservice-Product-Development---Sr-Software-Engineer,false,,61a958f61a37280016e80718,-111.821332,41.7215978,Logan,Utah,,conservice-logo.jpg,2023-07-19T14:39:47.107+02:00,,,CompanyWebsite,https://www.applicantpro.com/openings/conservice/jobs/2228768-430422,Conservice,760 Gateway Dr,RiverHeights,84321,Services,1k-5k,No,English,wweek40,match401k,remotefull,false,Product Development - Sr Software Engineer,Full-Time,Senior,85000,115000,JavaScript,AWS,Angular,Azure,C,C#,AWS,Angular,Azure,C#,CSS,DevOps,Git,JavaScript,Jenkins,maternity,privatehealth,,,CSS,DevOps,Git,,H2,JavaScript,Jenkins,MongoDB,MVC,React,SQL,SVN,Visual Studio,Vue,Web,Cloud,,,,,,,,,MongoDB,MVC,React,SQL,SVN,Visual Studio,Vue,Web,Cloud,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618140a5ae5d160016bed1fe,Confiz-Senior-JAVA-Engineer---Reston-VA-United-States,false,,618130c12a72ff0016ac1c76,-122.3472517,47.72434865,Seattle,Washington,,confiz-logo.jpg,2023-07-19T14:39:46.223+02:00,,,CompanyWebsite,https://confiz.simplicant.com/jobs/38018-senior-java-engineer-reston-va-united-states/detail?dep_id=&group_id=&loc_id=&status_id=,Confiz,13000 Linden Ave N #102,Seattle,98133,Services,500-1k,No,English,,,,false,"Senior JAVA Engineer - Reston, VA, United States",Full-Time,Senior,200000,220000,Java,Bluetooth,CI/CD,Cloud,Java,JavaScript,Bluetooth,CI/CD,Cloud,Java,JavaScript,Splunk,Web,Java EE,Kafka,,,,,Kafka,Splunk,Web,,Java EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181407eae5d160016bed1f5,Confiz-Senior-NodeJS-Developer,false,,618130c12a72ff0016ac1c76,-122.3472517,47.72434865,Seattle,Washington,,confiz-logo.jpg,2023-07-19T14:39:45.939+02:00,,,CompanyWebsite,https://confiz.simplicant.com/jobs/41511-senior-nodejs-developer/detail?dep_id=&group_id=&jobs_page=&loc_id=&status_id=,Confiz,13000 Linden Ave N #102,Seattle,98133,Services,500-1k,No,English,,,,false,Senior NodeJS Developer,Full-Time,Senior,200000,220000,JavaScript,CSS,Git,HTML5,JavaScript,NodeJS,CSS,HTML5,JavaScript,NodeJS,Git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172e897f0f53e0016303d71,Computech-corporation-Desktop-Technician,false,,6167181e820ee100169a95e5,-155.09100482,19.72648315,Hilo,Hawaii,,computech-corporation-logo.jpg,2023-07-19T14:39:45.707+02:00,,,Email,,Computech corporation,152 Puueo Stv,Hilo,96720,Services,200-500,No,English,wweek40,flexiblework,wellconnected,false,Desktop Technician,Full-Time,Junior,35000,45000,DevOps,Computer Vision,Windows,Network,,,Security,Windows,Computer Vision,Network,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62b192f3b2a9838ece20b3bb,Hostwinds-Technical-Writer,false,,61a69a6f59dbfe001697a76f,-122.29441033,47.494135,Seattle,Washington,,hostwinds-logo.jpg,2023-07-19T14:39:44.589+02:00,,,Email,,Hostwinds,12101,Seattle,98168,Services,50-200,No,English,coffee,discounts,privatehealth,false,Technical Writer,Full-Time,Regular,65000,85000,IT,PHP,JSON,Marketing,Firewall,,Cloud,CSS,JavaScript,Marketing,MySQL,PHP,Python,Firewall,JSON,wellconnected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620679ef64074f4c9e3e41c2,Greenlight-Guru-ML-Infrastructure-Engineer,false,,61f2a9e8a3e88300168affb1,-86.2315491,39.8013578,Indianapolis,Indiana,,greenlight-guru-logo.jpg,2023-07-19T14:39:43.181+02:00,,,Email,,Greenlight Guru,601 S. Meridian St Ste 500 Ind,Indianapolis,46225,Startup,50-200,No,English,unlimitedvacation,unlimitedpto,hybridwork,false,ML Infrastructure Engineer,Full-Time,Senior,120000,150000,DevOps,AWS,CI/CD,Cloud,Docker,ElasticSearch,AWS,CI/CD,Cloud,Docker,ElasticSearch,Git,Jupyter,Java,Kubernetes,remotefull,extraretirement,match401k,,Git,Jupyter,Java,,Kubernetes,Linux,Neo4J,Network,NoSQL,Python,RDF,Security,Slack,TypeScript,numpy,pandas,,,,,,,,,Linux,Neo4J,Network,NoSQL,Python,RDF,Security,Slack,TypeScript,numpy,pandas,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62b19304b2a9838ece20b3c8,Hostwinds-Technical-Sales-Manager,false,,61a69a6f59dbfe001697a76f,-122.29441033,47.494135,Seattle,Washington,,hostwinds-logo.jpg,2023-07-19T14:39:42.822+02:00,,,Email,,Hostwinds,12101,Seattle,98168,Services,50-200,No,English,coffee,discounts,privatehealth,false,Technical Sales Manager,Full-Time,Senior,100000,105000,Manager,PHP,Data-Science,CMS,Airtable,,Cloud,Web,Airtable,CMS,Data-Science,PHP,,,,wellconnected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614f95a48a803100161824ac,KPI-Partners-HCM-System-Integration-Specialist---IICS,false,,614f10e878daf80016938f27,-121.99372479,37.5213532,Fremont,California,,kpi-partners-logo.jpg,2023-07-19T14:39:42.582+02:00,,,Email,,KPI Partners,39899 Balentine Drive Suite#212,Newark,94560,Services,<50,No,English,remotefull,wweek40,quietoffice,false,HCM System Integration Specialist - IICS,Full-Time,Regular,95000,125000,DevOps,Informatica,Cloud,JavaScript,,,Big Data,Business Intelligence,Cloud,Informatica,Oracle,Data-Science,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629dd91e11d59db17eb87235,Loki-Labs-Python-Developer-,false,,629dcc7321846d2970ef433d,-81.2380214,28.3720091,Orlando,Florida,,loki-labs-logo.jpg,2023-07-19T14:39:42.298+02:00,,,Email,,Loki Labs,13431 Heswall Run,Orlando,32832,Startup,<50,No,English,match401k,bonuspay,careerpath,true,Python Developer ,Full-Time,Regular,100000,120000,Python,Python,Django,JavaScript,,,AWS,Django,Flask,JavaScript,Python,REST,SQL,Security,Web,dentalinsurance,intteam,,,,,,,,,,,,,,,,,,,,,,,,,,,UX UI Design,Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a9c1f4ab7cebbb5f540a5d,MentaMorph-Inc-Developer-for-mobile-financial-game,true,,62a7b8af8e99f320b79d5679,-97.7937232,30.1511503,Austin,Texas,,mentamorph-inc-logo.jpg,2023-07-19T14:39:42.022+02:00,,,Email,,MentaMorph Inc,"10300 S Interstate 35, Unit 1206",Austin,78748,Startup,<50,No,English,parttime,coworkshops,remotefull,false,Developer for mobile financial game,Contract,Senior,80000,100000,C++,Unity,C++,Firebase,,,Figma,Firebase,Mobile,Unity,GameDev,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61e842e3cc004a00165d3ecb,MicroVision-Software-Development-Manager-Lidar-Edge-Computing,false,,61e83a91af2d86001654120b,-122.1181146,47.6896346,Bellevue,Washington,,microvision-logo.jpg,2023-07-19T14:39:41.374+02:00,,,Email,,MicroVision,"6244 185th Ave NE, Suite 100",Redmond,98052,Product,50-200,Yes,English,wweek40,unlimitedvacation,flexiblework,true,Software Development Manager (Lidar Edge Computing),Full-Time,Senior,175000,190000,Python,AUTOSAR,C,Cloud,Computer Vision,CUDA,AUTOSAR,C,Cloud,Computer Vision,CUDA,Embedded,Firmware,Linux,Machine Learning,,,,,Embedded,Firmware,Linux,,Machine Learning,OpenGL,Python,TensorFlow,VR,opencv,,,,,,,,,,,,,,,OpenGL,Python,TensorFlow,VR,opencv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
